image_path,label
/content/drive/My Drive/facial_expression_dataset/train/surprise/25483.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/11947.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/27067.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/22531.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/29275.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/29538.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/19915.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/790.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/2959.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/30505.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/10472.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/33500.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/25584.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/22358.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/31030.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/2454.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/20080.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/23494.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/15718.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/6917.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/34655.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/32197.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/8627.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/29822.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/5026.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/13022.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/28310.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/9523.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/9026.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/22775.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/11485.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/24029.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/29259.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/23754.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/29167.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/16179.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/3407.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/5720.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/30732.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/17399.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/15894.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/31498.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/3379.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/12762.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/17630.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/24309.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/16642.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/32820.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/5834.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/31224.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/16536.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/29010.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/15319.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/31235.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/27149.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/4995.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/23651.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/32319.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/11461.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/1296.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/29363.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/7768.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/27504.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/25210.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/23846.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/29458.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/26373.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/33878.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/11326.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/23953.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/4222.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/9422.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/29006.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/11184.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/27917.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/4489.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/29227.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/1505.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/35789.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/29927.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/19330.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/25974.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/20592.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/7358.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/6026.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/20090.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/25988.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/30444.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/29144.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/23819.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/24935.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/27855.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/13393.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/16772.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/18386.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/2475.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/21204.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/25779.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/13951.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/27909.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/14009.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/disgust/9464.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/happy/33524.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/6870.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/12484.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/20131.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/30226.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/13106.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/11450.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/22906.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/3868.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/12062.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/33776.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/disgust/12280.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/happy/20399.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/10354.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/2082.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/4759.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/22460.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/20422.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/5884.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/22348.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/4205.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/16760.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/35062.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/25721.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/22938.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/13885.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/20728.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/3592.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/1287.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/34946.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/32456.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/12269.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/17489.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/14401.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/9383.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/3652.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/19843.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/30158.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/15512.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/5597.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/disgust/16580.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/happy/26818.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/16193.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/2842.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/32776.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/2782.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/34228.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/20070.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/24786.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/5392.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/28989.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/25931.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/23466.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/26671.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/34551.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/18670.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/6517.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/24314.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/8093.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/15806.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/15957.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/17637.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/31204.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/26481.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/16175.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/7293.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/4875.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/32815.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/13439.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/24464.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/11260.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/31931.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/29217.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/20996.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/32945.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/29080.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/4369.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/24871.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/2798.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/5015.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/24701.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/7006.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/19821.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/2354.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/28142.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/18455.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/34232.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/35320.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/10110.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/27381.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/21855.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/4719.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/27044.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/13718.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/27769.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/27935.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/5986.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/5017.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/33070.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/29212.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/28467.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/34360.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/15787.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/3326.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/11542.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/11357.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/33860.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/28524.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/9855.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/30501.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/disgust/19180.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/neutral/3006.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/3064.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/2801.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/14530.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/7308.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/11576.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/25956.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/27936.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/3961.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/7711.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/4377.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/29782.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/7709.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/22603.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/18793.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/25693.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/28432.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/15956.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/19239.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/1863.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/10322.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/6376.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/25998.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/33138.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/15305.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/30525.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/16902.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/34573.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/6765.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/8288.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/23604.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/14934.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/19111.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/18057.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/12882.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/11943.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/10481.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/21252.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/27684.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/25777.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/146.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/15673.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/7111.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/9909.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/12196.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/26427.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/14845.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/14548.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/33285.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/21881.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/27195.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/2158.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/12969.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/6479.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/14733.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/30724.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/7424.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/33702.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/30474.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/23027.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/1976.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/22866.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/19471.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/10325.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/17584.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/33859.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/19255.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/11279.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/10751.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/16333.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/18823.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/32016.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/15516.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/31909.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/14555.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/20419.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/21409.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/29872.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/13682.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/30538.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/14363.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/23704.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/3568.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/34524.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/26246.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/23174.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/18163.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/22564.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/17833.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/8601.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/18097.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/29209.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/5045.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/34652.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/26070.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/33086.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/35597.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/4218.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/20899.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/5802.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/19018.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/3616.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/22826.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/22728.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/disgust/17252.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/angry/229.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/13239.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/32872.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/22831.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/5285.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/12002.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/28168.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/7217.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/14134.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/23140.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/34322.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/12109.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/5270.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/30815.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/10998.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/11051.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/15777.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/10587.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/923.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/21013.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/29344.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/451.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/7443.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/11210.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/31603.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/15460.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/21037.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/30731.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/20200.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/21732.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/35374.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/1697.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/5193.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/13663.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/3351.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/17617.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/26323.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/11048.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/328.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/8100.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/19787.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/5767.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/35159.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/938.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/33705.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/26625.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/9869.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/33155.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/6674.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/7746.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/35476.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/26104.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/27457.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/23757.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/35215.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/21401.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/4120.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/32597.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/28795.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/26846.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/9002.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/33536.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/21366.jpg,surprise
